key,developer,initial_state_time,to,initial_state,fieldtype,field,from,created,customer,priority,issuetype,projectkey,category,summary,description,resolutiondate,status,tester,lead_time_hours,lead_time_days,score
CC-3068,as,2022-05-13T11:20:29.890-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-05-12T14:52:21.000-0300,CSD,Baixa,Falha,CC,CORRECAO-ERROS,Erros no consumo de api rest,"h1. Contexto

Ao executar a api post /v1/reserva-saldo/\{idReservaSaldo}/relacionamento, informando um id de reserva valido, está sendo retornado o erro MTR-003
  
h1. Passos para reprodução

Chamada das apis
h1. Resultado esperado

Status OK
h1. Solução técnica

 /v1/reserva-saldo/\{idReservaSaldo}/relacionamento - Na camada de repository informar o @Param na Query do spring.

 ",2022-05-27T18:54:34.000-0300,Closed (Pilot),cc,88,11,22
CC-2566,av,2022-03-11T12:11:10.222-0300,11608,In Technical Analysis,jira,status,11607,2022-01-10T09:01:47.000-0300,CSD,Média,Melhoria,CC,MELHORIAS,Alterar serviços de lançamento/extrato,"h1. Contexto

Alterar os serviços de lançamento para retornar as informações adicionais.
 * Serviços:
 ** GET /v1/lancamentos
 ** GET /v1/accounts/\{branch}/\{account}/balance/statement",2022-03-31T20:23:32.000-0300,Fechado,dro,120,15,30
CC-2563,av,2022-03-04T15:01:59.907-0300,11608,In Technical Analysis,jira,status,11607,2022-01-06T18:37:03.000-0300,CSD,Média,Legislação,CC,MELHORIAS,Alterar extratos internos,"Contexto

Alterar os extrato gerados pelo Conta Corrente para apresentar as informações adicionais do lançamento.
 * Serviço:
 ** GET /v2/contas/extrato
 * Relatórios:
 ** Lançamentos > Relatórios > Extratos > Interno
 ** Lançamentos > Relatórios > Extratos > Periódico

Se o valor da composição for válido deverá ser apresentado como sendo um subitem do lançamento, seguindo um layout semelhante a apresentação do campo detalhes.

A diferença neste caso é que a descrição do subitem deverá ser obtida a partir de uma configuração para os domínios definidos no serviço de lançamento .

 

O serviço de extrato PDF (GET /v2/contas/extrato) e o relatório Extratos > Periódico possuem um tratamento para realizar a apresentação agrupada a partir do campo exibeLancamentoAgrupado. Nos casos que o lançamento estiver marcado como exibeLancamentoAgrupado = S a informação adicional de composição do valor NÃO será apresentada.

 

  

 ",2022-03-31T20:23:28.000-0300,Fechado,dro,160,20,40
CC-2876,wj,2022-04-04T10:05:34.994-0300,11608,In Technical Analysis,jira,status,11607,2022-03-31T11:00:05.000-0300,CSD,Baixa,Falha,CC,CORRECAO-ERROS,Modificar forma em que o DELETE é executado,"Na pendência https://jira.matera.com/browse/CC-2485 foi realizado uma modificação na forma em que o DELETE na tabela cc_desativacao_cc_historico é executado, com isso, qualquer tipo de histórico é apagado e agora está quebrando alguns testes automáticos.

- Objeto: sCcAlteraSituacaoCc.sql

Solução:
 * Voltar o commit da modificação do DELETE: [b4e7848294d|https://stash.matera.com/projects/UCC/repos/conta-corrente/commits/b4e7848294d86df53ac4e7b386af79140841df90#backend/src/oracle/procedures/sCcAlteraSituacaoCc.sql]
 * Incluir um UPDATE para zerar o campo valor e anular o campo id_lancamento",2022-04-22T15:14:58.000-0300,Fechado,dro,104,13,26
CC-2890,td,2022-05-16T13:14:02.631-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-04-06T08:12:35.000-0300,MOJP,Alta,Falha,CC,CORRECAO-ERROS,[F488040] - Fechamento Complementar / Monitoramento Judicial,"h1. *Contexto*

No momento do fechamento complementar, o Conta Corrente tenta fazer débitos em contas com monitoramento judicial gerando a mensagem ""Conta em processo de monitoramento para bloqueio judicial. Nenhum débito é permitido""

 

O fechamento do complementar de 01/04 não pôde ser concluído pois a conta 101942-9 que está em processo de monitoramento do BacenJud possui um débito de juros referente à um overdraft ocorrido em 30/03, mas por conta do bloqueio judicial, não há mais saldo disponível para que os juros sejam descarregados. O sistema apontou o erro anexo e entendemos que ele está tentando debitar primeiro para depois checar o saldo.

 
h1. *Passo pra reproduzir*
h1. *Resultado atual*
h1. *Resultado esperado*
h1. *Solução Técnica*
h1. *Versão*

 ",2022-05-27T18:53:58.000-0300,Resolved (Pilot),dro,80,10,20
CC-3117,as,2022-05-30T13:18:41.394-0300,11608,In Technical Analysis,jira,status,11607,2022-05-30T13:16:18.000-0300,CSD,Média,Tarefa,CC,CORRECAO-ERROS,Realização dos testes demanda CC-2890,"Serão retomados os testes após verificação de que será necessário analisar os casos de testes:
 - Incluir verificação do relatório - Gerência -> Relatório -> Erros na Abertura e Fechamento do Conta Corrente;

 - Casos onde tem Limite com conta Garantida, e debitou os encargos.
Verificar se está debitando no fechamento de período ou virada de dia.

Refazer a simulação do erro, e verificar a intermitência - se é algum recurso que necessita alteração.

Mas após utilizar bases novas na versão 12.0.0, após a tentativa de reprodução do erro, não foi possível reproduzir novamente. E estoura o seguinte erro abaixo após fechar e abrir o sistema novamente.

!image-2022-05-27-15-22-57-859.png!

Obs.: Com a atual correção, não teve mais o box de erro no fechamento de período.",2022-06-03T14:40:51.000-0300,Fechado,dro,40,5,10
CC-2962,vp,2022-05-23T15:44:32.925-0300,11608,In Technical Analysis,jira,status,11607,2022-04-24T09:14:18.000-0300,NAOCB,Alta,Falha,CC,MELHORIAS,Avaliar melhoria de GET v1/lancamentos,"h1. Contexto

Devido ao timeout na resposta do serviço é necessário avaliar pontos de melhoria de performance sobre a mesma:
 * Avaliar a criação do índice para melhoria de performance na execução do serviço GET v1/lancamentos:
 ** create index SDBANCO.IDX_TESTE_LANC_DTLANC_REFMOV on SDBANCO.CC_LANCAMENTO(""REFERENCIA_MOVIMENTO"",""DATA_LANCAMENTO"");
 * Incluir os campos agencia e conta no request de forma opcional garantindo a retro compatibilidade com a versão atual do serviço. Com isso o cliente poderá chamar o serviço passando  ""conta/ agencia/ refmov/ data""

 

 ",2022-06-17T17:27:29.000-0300,Resolved (Pilot),dro,152,19,38
CC-2874,im,2022-04-19T13:53:25.752-0300,11608,In Technical Analysis,jira,status,11607,2022-03-30T17:09:10.000-0300,MOJP,Alta,Falha,CC,CORRECAO-ERROS,484920 - Contabilização duplicada de lançamentos em D+1,"h1. Data para ficar pronto (planejada): 29/04

h1.*Contexto*

Conforme reportado pelo cliente, após a instalação da pendência 397960, lançamentos de estorno oriundo do sistema de Compensação, estão recebendo o tratamento de integração em D+1 e sendo contabilizados duas vezes.
A primeira contabilização ocorre quando o lançamento é realizado, pois a data do mesmo é modificada para D-1.
A segunda contabilização ocorre quando é realizada a virada para o próximo dia útil.
No anexo, a reprodução do problema que ocorre no cliente.


h1.*Passo pra reproduzir*

Versão 11.9.7, reprodução na versão 11.9.17 Pré condições:
a) select * from sd_escalonamento_proc where nome_sub_sis='SDCONTA2' AND ID_ESCALONAMENTO_PROC=594 FOR UPDATE;
--IND_ATIVO=’S’
b) Executar o script ‘Delta_CNAB_991.sql’ (vide anexo) para habilitar tela para fechar período contábil;
c) Ativar os recursos CTBDE_PER', 'CTB_DME1 ;

2) Cadastrar conta;
3) Executar API sdconta/api/v2/lancamentos para fazer um lançamento futuro d+1;
4) antes de virar o dia, exemplo (data referencia 18/11/14 d+0)
--Notar Lançamento realizado para 19/11 e atualizado para dia 18/11.
select * from cc_lancamento where cc=20575
5) fecha período / dia (data referencia 18/11/14 d+0);
6) abre dia (para data referencia 19/11/14 d+1);
7) Base de dados ao abrir o sistema para data referencia 19/11/14 d+1;

--Notar Lançamento que foi realizado para 19/11 foi atualizado para dia 19/11.
select * from cc_lancamento where cc=20575

--Notar Lançamento contabilizando na abertura do dia 19/19 para o dia 18/11.
select * from cc_rel_contbde_analitico where num_conta=201448

8) fecha período / dia (data referencia 19/11/14 d+1);
9) abre dia (data referencia 20/11/14 d+2);
10) Base de dados ao abrir o sistema para data referencia 20/11/14 d+2;

--Notar Lançamento que foi realizado para 19/11 foi atualizado para dia 19/11.
select * from cc_lancamento where cc=20575

--Notar Lançamento contabilizando 2x na abertura do dia 20/11 (data cadastro 18/11 data referencia quando o lançamento foi feito para d+1 = 19/11) e para abertura do dia 20 (data cadastro 19/11 data do lançamento que foi feito para d+1 = 19/11)
select * from cc_rel_contbde_analitico where num_conta=201448

Vide documento Reprodução CC-2874.odt para melhor auxiliar.

h1.*Resultado atual*

Contabilização duplicada de um mesmo lançamento

h1.*Resultado esperado*

Contabilização de lançamentos realizados para D+1 somente uma vez e na data a qual deve ser liberado 
na conta;

h1.*Solução Técnica*

Sugestão:

 1 -Alterar pCcAD.LancamentosContabeis para contabilizar D-1 se vContabilizaDme1 = 'S' e D-1, caso vContabilizaDme1 = 'N':

 !screenshot-1.png|thumbnail! 

2 - Mudar chamada da sd_escalonamento_proc (FRMAD) para que a pCcAD.LancamentosContabeis seja executada após a proc pCcAD.TrataLancamentosComDataFutura

(importante, verificar com a CS1 e CS2 se esta alteração deve movimentar código específico de exportação de dados contábeis)


h1. *Versão*",2022-06-17T18:44:16.000-0300,Resolved (Pilot),dro,336,42,84
TS-427,as,2022-04-12T14:22:43.270-0300,11608,In Technical Analysis,jira,status,11607,2022-02-04T21:19:15.000-0300,CSD,Média,Tarefa,TS,MELHORIAS,[LGPD] Descaracterização de bases internas,"emos um projeto de LGPD de descaracterização das nossas bases internas em andamento.

Atualmente temos dados (CPF, Nome, Endereço, Telefone, etc.) de pessoas reais (incluindo  alguns ex-colaboradores da Matera) nas bases internas de desenvolvimento e testes (Docker DBTest, Provisionamento, ambientes na AWS, etc). 

Precisamos descaracterizar esses dados para que não seja possível identificar qualquer pessoa nessas bases.

Esse trabalho precisa ser feito para que nossos processos internos estejam adequados à LGPD, além de evitar vazamento de informações pessoais.

Iniciamos esse trabalho com o sistema de Cadastro Central, e o script por eles elaborado já está em nossas bases de provisionamento desde hoje 02/02/2022.

Não aplicamos na base de DBTest para evitar quebra das builds. Então essa é uma tarefa que teremos que fazer sistema a sistema. Para isso, estamos enviando o script do Cadastro Central em anexo, para que sirva de exemplo e também para que seja aplicado na base de vocês quando forem fazer a verificação dos  DBTest, para validar que os testes estejam funcionando com os novos dados.",2022-05-02T10:15:20.000-0300,Fechado,wj,104,13,26
CC-2665,as,2022-04-12T14:22:29.383-0300,11608,In Technical Analysis,jira,status,11607,2022-02-04T21:18:02.000-0300,CSD,Média,Tarefa,CC,MELHORIAS,[LGPD] Descaracterização de bases internas ,"Temos um projeto de LGPD de descaracterização das nossas bases internas em andamento.

Atualmente temos dados (CPF, Nome, Endereço, Telefone, etc.) de pessoas reais (incluindo  alguns ex-colaboradores da Matera) nas bases internas de desenvolvimento e testes (Docker DBTest, Provisionamento, ambientes na AWS, etc). 

Precisamos descaracterizar esses dados para que não seja possível identificar qualquer pessoa nessas bases.

Esse trabalho precisa ser feito para que nossos processos internos estejam adequados à LGPD, além de evitar vazamento de informações pessoais.

Iniciamos esse trabalho com o sistema de Cadastro Central, e o script por eles elaborado já está em nossas bases de provisionamento desde hoje 02/02/2022.

Não aplicamos na base de DBTest para evitar quebra das builds. Então essa é uma tarefa que teremos que fazer sistema a sistema. Para isso, estamos enviando o script do Cadastro Central em anexo, para que sirva de exemplo e também para que seja aplicado na base de vocês quando forem fazer a verificação dos  DBTest, para validar que os testes estejam funcionando com os novos dados.",2022-05-02T10:14:49.000-0300,Fechado,wj,104,13,26
CC-3261,rr,2022-07-20T10:26:45.637-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-07-06T11:34:05.000-0300,H6LOC,Média,Falha,CC,CORRECAO-ERROS,[Super speed 3040] Geração da informação tipo controle para PJ - spring batch,"h1. Contexto

A informação tipo controle na geração de dados do 3040 pelo spring batch não está sendo preenchida para PJ
h1. Passos para reprodução

Evidências em anexo.
h1. Resultado atual

A informação ""Tipo Controle"" esta nula para operações associadas à PJ
h1. Resultado esperado

A informação ""Tipo Controle"" estar preenchida para operações associadas à PJ
h1. Análise Técnica
 * *sCcGeraDadosCadoc3040.sql*
 ** criar novo parâmetro IN pisValAtvEconomica na procedure
 ** remover variável não utilizada _vbValAtvEconomica_ e substituir o seu if por *if pisValAtvEconomica = 'S'*

 * *Cadoc3040JobConfig.java*
 ** passar o novo atributo na chamada da sCcGeraDadosCadoc3040 em _itemWriter.setSql_

 * *Cadoc3040PrepareStatementSetter.java*
 ** setar o novo parâmetro com '_ps.setString_' fazendo um '_map.get_' do campo '*valAtvEconomica*'(definido em Cadoc3040PreparaDadosBusiness)

h1. Versão

12.1.32",2022-07-29T20:16:18.000-0300,Resolved (Pilot),dro,64,8,16
CC-3301,gr,2022-07-20T15:10:46.524-0300,11608,In Technical Analysis,jira,status,11607,2022-07-18T11:45:13.000-0300,H6LOC,Alta,Melhoria,CC,MELHORIAS,[DTW] Inclusão das tags de agencia e conta nas filas de desfazimento de lançamento e monitoramento,"h1. Objetivo

Receber as tags de agencia e conta nas filas de desfazimento de lançamentos e monitoramento (MED) sem erro no processo.
h1. Contexto

Para que o DTW tenha controle das transações e possa funcionar multicloud é necessário que nas filas de desfazimento do lançamento e do monitoramento sejam incluídas as tags de agência e conta.

 

Abrimos um Jira (CSTEC-58) para realização do teste no Conta e quando estas novas tags são informadas temos um erro no processo.

Estas tags não são necessárias ao Conta portanto devem ser ignoradas quando recebidas.

 

+Mensagem de desfazimento de lançamento+
{code:java}
{
  ""reversals"" : [ {
    ""entryId"" : 286113993765729516898520395284834167660,
    ""idempotencyId"" : ""DEBT_ACCOUNT_E13370835202205262059Lkp7ZFgxXwJ-1653598768022"",
    ""subSistema"" : ""MIP"",
    ""reversalType"" : ""REVERSAL"",
    ""branch"" : 1,
    ""accountNumber"" : 23456
  }, {
    ""entryId"" : 108245116914481948234288503110474006427,
    ""idempotencyId"" : ""DEBT_IP_ACCOUNT_E13370835202205262059Lkp7ZFgxXwJ-1653598769259"",
    ""subSistema"" : ""MIP"",
    ""reversalType"" : ""EXCLUSION"",
    ""branch"" : 1,
    ""accountNumber"" : 65485
  }, {
    ""entryId"" : 254056091602112165508182385510892402388,
    ""idempotencyId"" : ""DEBT_CUSTOMER_E13370835202205262059Lkp7ZFgxXwJ-1653598766945"",
    ""subSistema"" : ""MIP"",
    ""branch"" : 1,
    ""accountNumber"" : 54548
  } ]
}
{code}
 

+Mensagem de desfazimento de MED+
{code:java}
monitorings [{
  ""correlationID"" : ""E13370835202011251458"",
  ""postedSystem"" : ""SYS"",
  ""requestSubsystem"" : ""XPTO"",
  ""branch"" : 1,
  ""accountNumber"" : 54548
]} 
{code}
 
h1. Passos para reproduzir

Evidências da reprodução em anexo.

*Como configurar o RabbitMQ para leitura de mensagens*
 Executar container do rabbit pelo docker: 
docker run -d --rm -p 5672:5672 -p 15672:15672 --name rabbit rabbitmq:3.7-management-alpine 
(caso não exista a imagem, ela será baixada nesse mesmo comando)

* No arquivo +sdconta.properties+:
** habilitar propertie *mensageria.enabled*=true
** setar a propertie *mensageria.profile.active*=rabbit
** Descomentar as configurações rabbit

* No arquivo +application-rabbit.properties+:
** habilitar a fila de exclusão de lançamentos MIP: *mensageria.fila.exclusao-lancamento-mip.enabled*=true

Após iniciar a aplicação do conta as filas são criadas automaticamentes no RabbitMQ.
Para acessá-lo: [http://localhost:15672|http://localhost:15672/]
Username: guest
Password: guest

h1. Análise Técnica

Ignorar campos passados no json no qual não são utilizados.
 * *Exclusão lançamentos MIP*
 ** Fila RabbitMQ/AWS: _matera-checking-account-queue-exclusao-lancamento-mip_
 ** Listener: _ExclusaoLancamentoMipListener.java_

 * *Desfazimento MED*
 ** Fila RabbitMQ/AWS: _matera-checking-account-queue-undo-monitoring_
 ** Listener: _UndoMonitoringListener.java_

Como utilizamos o _objectMapper_ podemos configurar o *FAIL_ON_UNKNOWN_PROPERTIES = false* para ignorar campos que não precisamos no json. Exemplo:
{code:java}
objectMapper.configure(DeserializationFeature.FAIL_ON_UNKNOWN_PROPERTIES, false);
{code}",2022-08-26T19:58:27.000-0300,Fechado,ap,224,28,56
CC-3338,al,2022-08-05T11:14:03.841-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-08-03T09:40:26.000-0300,MOJP,Média,Falha,CC,CORRECAO-ERROS,[497762] - Erro 'Identifier LATUALIZAFILAREPLICACAOCADASTR too long' ao tentar compilar a procedure sCcValidaDepoisInsAtuCc,"Foi analisado em conjunto com nossa equipe de Infra, que nas versões do Oracle abaixo, existe uma limitação de 30 caracteres no nome do Objeto.

 

Dentro do objeto  '*sCcValidaDepoisInsAtuCc*', tem a chamada da procedure '*LATUALIZAFILAREPLICACAOCADASTRO*', e o total de caracteres é 31.

 

Segue versões do Oracle que o cliente se encontra.
ORACLE.: Oracle Database 12c Enterprise Edition Release 12.1.0.2.0 - 64bit Production
ORACLE.: PL/SQL Release 12.1.0.2.0 - Production
 
Seria necessário reduzir o tamanho da nomeação dessa procedure e como medida preventiva, analisar se tem outras procedures nesse cenário.
 
Pela análise que realizei, foi inserida essa procedure nesse objeto, através do Card CC-2971",2022-08-12T20:47:13.000-0300,Resolved (Pilot),al,48,6,12
CC-3515,al,2022-09-22T15:27:15.608-0300,11608,In Technical Analysis,jira,status,11607,2022-09-22T15:17:10.000-0300,CSD,Baixa,Dívida Técnica,CC,CORRECAO-ERROS,Ajuste swagger serviço v3/contas/{agencia}/{conta}/bloqueioSaldo,"Ajustar a definição do serviço v3/contas/\{agencia}/\{conta}/bloqueioSaldo no swagger.

Onde o retorno está:
{
 ""motivoBloqueio"": 0,
 ""valor"": 0,
 ""subSistema"": ""string"",
 ""numeroProcesso"": ""string"",
 ""indBloqueioMonitorado"": ""string"",
 ""idSistemaExterno"": ""string"",
 ""detalhes"": ""string"",
 ""referenciaMovimento"": ""string"",
 ""dataLancamento"": ""2022-09-22""
}

 

Deveria ser:

{

{color:#de350b}""data"":{{color}
 ""motivoBloqueio"": 0,
 ""valor"": 0,
 ""subSistema"": ""string"",
 ""numeroProcesso"": ""string"",
 ""indBloqueioMonitorado"": ""string"",
 ""idSistemaExterno"": ""string"",
 ""detalhes"": ""string"",
 ""referenciaMovimento"": ""string"",
 ""dataLancamento"": ""2022-09-22""
}

}

 

Conforme exemplo:

{code:java}
{
    ""data"": {
        ""dataBloqueio"": ""2015-08-24"",
        ""idLancamento"": ""220215"",
        ""idBloqueio"": 42
    }
}
 {code}",2022-09-29T19:13:13.000-0300,Fechado,al,48,6,12
CC-3024,gr,2022-05-27T10:03:04.688-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-05-06T09:36:36.000-0300,CSD,Média,Falha,CC,CORRECAO-ERROS,[MED/JUD] Exclusão de lançamentos - Por tela / Assincrono,"h1. Data para ficar pronto (planejada): 30/06

 

Ao realizar a exclusão de um lançamento ou transferência por tela do sistema Conta Corrente, caso exista algum monitoramento ativo JUD/MED, o novo valor disponível deverá ser utilizado para realização do bloqueio de saldo associado ao monitoramento e seguindo as regras atuais de priorização e valores .

Serviços de exclusão:
 * Lançamento - Lançamento 
 * Lançamento - Transferência 

 

Avaliar também o processo de exclusão de lançamentos assincrono pois não está realizando o bloqueio dos valores para o monitoramento ativo.
h1. Resultado atual

Quando excluímos um lançamento ou transferência, o saldo não é capturado pelo monitoramento. Isso só ocorre após realizar um lançamento qualquer.
h1. Resultado esperado

Ao realizar a exclusão de um lançamento ou a exclusão de uma transferência, caso a conta possua algum monitoramento ativo, deve se validar e bloquear o saldo disponível na conta.
h1. Análise Técnica

*Fluxos de Exclusão do PL/SQL:*
 Transferência => sCcRemoveTransferencia > sCcRemoveTransferenciaBatch > sCcRemoveLancamentoBatch
 Lançamento   => sCcRemoveLancamento > sCcRemoveLancamentoBatch

*Ajuste para exclusões feitas através das telas:*

Criar novas constantes em pCcConstantes.sql:
 _cntsTelaLancamento_ => *frmLANCAMENTO*
 _cntsTelaTransferencia_ => *frmTRANSF*

Na tela de transferência (_cdtrans.gsx_) repassar na chamada da _sCcRemoveTransferencia_ o parametro pQuemChamou, repassando o nome dela *frmTRANSF* (o mesmo da constante _pCcConstantes.cntsTelaTransferencia_).

No objeto _sCcRemoveLancamentoBatch_ incluir validação para quando for chamada pelas telas de lançamento/transferência:
{code:sql}
if pQuemChamou in (pCcConstantes.cntsTelaLancamento, pCcConstantes.cntsTelaTransferencia) then
 --
 pCcMonitoramentoJudicial.BloqueiaSaldoJudRemanescente( pinIdCC => idCc);
 pCcMonitoramento.BloqueiaSaldoRemanescente( pinIdCc => idCc);
 --
end if;
{code}
 

*FLUXOS ASSÍNCRONOS:*
 *1. Exclusão Lançamento Condicional* _(RemoveLancamentoBusiness.java)_ => mover a chamada da monitoramento.verificaMonitoramentos, linha 136, para o método removeLancamento, linha 207, dentro do if (saida.isSucesso())

*2. Exclusão Lançamento Incondicional* _(ExclusaoDeLancamentoAssincronoBusiness.java)_ => fazer import da classe MonitoramentoDesbloqueioCcBusiness.java e no método excluiLancamentoIncondicional, linha 289, incluir a chamada da verificaMonitoramentos dessa mesma classe (semelhante ao que é feito no passo acima)

*3. Exclusão Transferência Condicional* (_TransferenciaBusiness.java)_=> aparentemente está tratado, precisa testar.

*4. Exclusão Transferência Incondicional* => Com o ajuste do passo 2 a exclusão de transferência assíncrona incondicional também já deve ser corrigida, precisa testar.

 

*Edit 1:*  Criar um recurso que ligue/desligue esse comportamento nesses fluxos, ou seja, caso o recurso esteja desligado mantém o comportamento atual de não considerar o lançamento excluído nos monitoramentos.

cc_recurso.cod_recurso = MON_EXCLAN

cc_recurso.descricao = Liga/Desliga recurso para considerar o valor do lançamento excluído nos monitoramentos MED/JUD

cc_recurso.ind_ativo = N

cc_recurso.ind_exibe = S

===================================

Informações relevantes para teste de desenvolvimento:

Para testar os fluxos assíncronos basta inserir o json respectivo de cada lançamento na fila oracle através do objeto sCcInsereMensagemFila.

Fila de exclusão de lançamento: SDBANCO.QCC_EXC_ASSINCRONO

exemplo de mensagem json: 
{code:java}
{
    ""validaSaldo"" : false,
    ""lancamentos"" : [ {
      ""idLancamento"" : 218538,
      ""idSistemaExterno"" : ""3A2B4FAD34EC4B828EBDC2DFE771A742"",
      ""sistemaExterno"" : ""SITEMA_EXTERNO"",
      ""acateIncondicional"" : true
    } ]
  }{code}
Fila de exclusão de transferência: SDBANCO.QCC_TRANSF_ASSINCRONO
 exemplo de json:
{code:json}
{
  ""exclusao"": {
    ""idTransferencia"":218763,
    ""acateIncondicional"":true,
    ""validaSaldo"":false,
    ""idExclusaoSistemaExternoDebito"":989975596,
    ""idExclusaoSistemaExternoCredito"":9899975596
    },
    ""sistemaExterno"":""SDCONTA2"",
    ""tipo"":""EXCLUSAO_TRANSFERENCIA""
    
}{code}
 

Para testar o assíncrono incondicional, executar os updates abaixo e postar as mensagens na fila novamente:

update cc_recurso r set r.ind_ativo = 'S' where r.cod_recurso = 'VALPRMHIST';
 update cc_rel_nivel_historico nh set nh.nivel_operacao = 'NO' where nh.historico = 3359;

 

 ",2022-07-15T19:23:34.000-0300,Closed (Pilot),cc,280,35,70
CC-3242,sca,2022-07-27T14:52:21.924-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-06-29T14:50:40.000-0300,CSD,Média,Falha,CC,CORRECAO-ERROS,[PIX_TROCO] Apresentação no extrato interno,"A apresentação do extrato interno (Lançamentos > Relatórios > Extratos > Interno)  está considerando que a ordem de envio das tags dentro da informação adicional:
{code:sql}
  {
              ""codigo"": ""PIX_PURCHASE"",
              ""valor"": 739.39
            },
            {
              ""codigo"": ""PIX_CHANGE"",
              ""valor"": 50
            } 
{code}

Porém não há garantias de que será enviado neste ordem e no caso dela não ser mantida a apresentação do extrato está incorreta. 
Além disso, a informação adicional também permitira a repetição das tags sendo a única restrição com relação a apresentação é de que a composição esteja válida. Apesar deste ultimo cenário não ser o utilizado no contexto do PIX Troco como a tag está aberta não temos como garantir que não ocorra. 

Para tratar estas questões é necessário verificar no json armazenado na tabela cc_lanc_informacoes_adicionais quais tags informadas e obter a descrição em cc_termos para montagem do extrato, sem tratamento fixo.

h3. Análise
----
* Quem pega a informação da cc_lanc_informacoes_adicionais é a pCcExtratoConsolidado.lRetornaPixTroco
* Quando vai pegar o campo composicaoValor.itens, que é um array, ele está considerando que a posição 1 vai ser a do pix purchase, e a posição 2 vai ser a do pix change, mas essa ordem pode vir invertida
* Deve ser implementada uma lógica que garanta que os códigos e valores de cada item sejam preenchidos corretamente.
* Pelo que eu vi, a function foi criada na 11.15.0, então a correção precisa sair da 11.15.X adiante
",2022-08-12T20:47:02.000-0300,Closed (Pilot),al,104,13,26
CC-3331,al,2022-08-10T10:38:52.536-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-07-27T16:56:18.000-0300,H6LOC,Alta,Falha,CC,CORRECAO-ERROS,Demora no processamento do arquivo 5301,"Boa tarde, estamos com um P2 relacionado a integração CC/JUD no C6 e precisamos de um auxilio, o problema foi relatado desde segunda feira, nos logs do conta não forma encontradas ligações com o ocorrido:

 

analise a baixo realizada por Anderson Wilt do JUD:

Com base na análise dos logs até o momento dos dias 25/07 e 26/07 foi identificado que existe uma demora para o Conta retornar ao JUD uma resposta quando é solicitado o monitoramento de uma conta. Foi identificado que quando o sistema está para realizar o monitoramento, o JUD faz a solicitação e Conta retorna após 13 segundos mais ou menos um http 500 e isso tem causado demora excessiva no processamento das ordens:

!https://attachment.freshdesk.com/inline/attachment?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6MzUxNzA5MDY2MzgsImRvbWFpbiI6Im1hdGVyYS5mcmVzaGRlc2suY29tIiwiYWNjb3VudF9pZCI6Nzc3NzQ5fQ.rIeaYRc-oGvTs7Tj22BMIjEwIbeMqMNAABZ8Tl49PrY!
Após desligar o monitoramento no JUD (Configurações -> Sistema -> sistema.usaMonitoramento de ""S"" para ""N""), foi identificado que as ordens estão sendo processadas em tempo quase que normal. 
Estou analisando o código para identificar a requisição feita pelo JUD para o conta e o que é retornado pelo conta para identificar se é a resposta esperada para o processo.
 
Outro erro que vem acontecendo também é retornado pelo Conta, quando o JUD solicita um encerramento de um monitoramento é retornado um [{\""code\"":\""CC-1282\"",\""message\"":\""Monitoramento não existe ou já foi encerrado anteriormente. Isso pode ocorrer porque é consultado uma view (cc_monitoramento_jud  se não me engano) e caso o ofício não esteja lá, é retornado essa mensagem, ou então caso esteja sendo passado um parâmetro errado na requisição, pode ocorrer esse problema.
!https://attachment.freshdesk.com/inline/attachment?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpZCI6MzUxNzA5MDcwMTAsImRvbWFpbiI6Im1hdGVyYS5mcmVzaGRlc2suY29tIiwiYWNjb3VudF9pZCI6Nzc3NzQ5fQ.H_m2lzdp1LCsxB4zhPgurPOtkWFPmQw1T44lRwb1U_Y!
*Um ponto que vale ressaltar é que foi atualizado o Conta Corrente no final de semana agora e antes não ocorria esse problema (pelo menos não foi relatado pelo cliente)*",2022-08-12T20:46:52.000-0300,Resolved (Pilot),gr,24,3,6
